1,1,3,39
1,2,5,14
1,3,28,27
1,4,20,7
1,5,21,45
1,6,24,2
1,7,21,38
1,8,6,31
1,9,39,15
1,10,34,10
1,11,42,40
1,12,3,39
1,13,20,18
1,14,17,11
1,15,22,33
1,16,12,43
1,17,15,24
1,18,8,27
1,19,37,3
1,20,35,39
1,21,16,18
1,22,36,28
1,23,47,20
1,24,23,2
1,25,20,13
1,26,12,16
1,27,26,30
1,28,45,17
1,29,49,43
1,30,43,22
1,31,13,43
1,32,36,42
1,33,40,44
1,34,37,49
1,35,4,24
1,36,5,29
1,37,16,18
1,38,29,34
1,39,45,31
1,40,34,29
1,41,4,23
1,42,38,17
1,43,30,14
1,44,4,48
1,45,1,9
1,46,17,1
1,47,49,41
1,48,36,8
1,49,47,33
1,50,27,28
1,51,46,34
1,52,14,32
1,53,5,19
1,54,47,10
1,55,28,15
1,56,12,37
1,57,33,13
1,58,27,28
1,59,40,6
1,60,3,41
1,61,34,26
1,62,11,25
1,63,29,7
1,64,48,49
1,65,37,35
1,66,8,9
1,67,1,21
1,68,23,36
1,69,27,28
1,70,30,29
1,71,16,22
1,72,19,32
1,73,31,44
1,74,6,27
1,75,38,50
1,76,23,15
1,77,5,14
1,78,31,1
1,79,28,2
1,80,32,46
1,81,46,5
1,82,7,10
1,83,25,19
1,84,44,9
1,85,4,39
1,86,47,26
1,87,38,25
1,88,35,48
1,89,24,35
1,90,30,46
1,91,18,33
1,92,16,18
1,93,11,50
1,94,9,6
1,95,25,14
1,96,42,27
1,97,40,8
1,98,16,13
1,99,34,29
1,100,26,7
1,101,32,11
1,102,22,41
1,103,19,50
1,104,10,18
1,105,21,44
1,106,41,12
1,107,3,48
1,108,45,50
1,109,2,42
2,1,3,39
2,2,5,14
2,3,28,27
2,4,4,23
2,5,20,7
2,6,43,13
2,7,29,34
2,8,25,11
2,9,36,42
2,10,12,43
2,11,21,44
2,12,8,40
2,13,41,22
2,14,12,37
2,15,31,6
2,16,17,1
2,17,28,27
2,18,17,11
2,19,21,38
2,20,16,13
2,21,15,24
2,22,33,13
2,23,27,28
2,24,29,7
2,25,15,28
2,26,8,9
2,27,33,18
2,28,2,28
2,29,32,14
2,30,30,26
2,31,42,2
2,32,3,41
2,33,39,15
2,34,31,1
2,35,47,26
2,36,19,50
2,37,30,29
2,38,32,19
2,39,38,50
2,40,39,4
2,41,43,49
2,42,50,45
2,43,18,10
2,44,6,27
2,45,1,9
2,46,33,22
2,47,13,20
2,48,41,49
2,49,16,18
2,50,3,48
2,51,35,48
2,52,5,14
2,53,21,1
2,54,46,32
2,55,27,28
2,56,48,49
2,57,27,42
2,58,31,44
2,59,30,14
2,60,20,47
2,61,39,35
2,62,45,17
2,63,8,27
2,64,18,16
2,65,40,42
2,66,35,24
2,67,22,43
2,68,10,34
2,69,37,49
2,70,14,25
2,71,36,23
2,72,11,50
2,73,26,7
2,74,23,15
2,75,16,22
2,76,7,10
2,77,35,37
2,78,2,24
2,79,29,5
2,80,46,5
2,81,18,20
2,82,38,17
2,83,19,5
2,84,45,31
2,85,40,44
2,86,23,2
2,87,16,18
2,88,32,11
2,89,25,38
2,90,4,48
2,91,44,9
2,92,36,28
2,93,41,12
2,94,47,33
2,95,24,4
2,96,9,6
2,97,37,3
2,98,29,34
2,99,25,19
2,100,39,3
2,101,34,29
2,102,47,10
2,103,12,16
2,104,30,46
2,105,6,40
2,106,36,8
2,107,46,34
2,108,26,34
2,109,45,21
3,1,3,39
3,2,5,14
3,3,28,27
3,4,1,17
3,5,35,24
3,6,47,26
3,7,22,41
3,8,8,40
3,9,32,11
3,10,41,12
3,11,29,30
3,12,37,35
3,13,30,46
3,14,20,13
3,15,42,2
3,16,27,28
3,17,43,13
3,18,45,50
3,19,37,12
3,20,29,7
3,21,18,20
3,22,50,19
3,23,7,10
3,24,25,14
3,25,29,34
3,26,10,34
3,27,21,1
3,28,22,33
3,29,16,18
3,30,28,27
3,31,18,16
3,32,45,21
3,33,43,49
3,34,21,38
3,35,3,41
3,36,38,25
3,37,4,23
3,38,28,2
3,39,16,13
3,40,49,48
3,41,27,42
